    19		       347	       284	       138	       100	        55	        17	         9	        55	       224	       310	       319	       182	        99	        26	      3654	      2393	      1297	      1027	       758	       516	       497	       227	      1275	      1697	      1896	      1678	      1349	      1058
    20		       310	       290	       168	        84	        51	        33	         8	        38	       208	       311	       294	       169	       113	        25	      3893	      2571	      1380	       936	       810	       718	       550	       139	       983	      1601	      1854	      1702	      1454	      1109
    21		       203	       308	       186	       110	        65	       108	        24	        36	       204	       337	       316	       238	       217	        45	      3734	      2556	      1349	       998	       845	       692	       485	       133	       805	      1720	      1985	      1720	      1443	      1048
    22		       297	       321	       180	        96	        48	        17	         4	        41	       245	       314	       301	       164	       103	        30	      3768	      2520	      1366	       998	       700	       608	       544	       187	      1106	      1658	      1838	      1620	      1356	      1035
    23		       390	       289	       159	       116	        45	        16	         6	        53	       226	       339	       301	       208	        86	        16	      3503	      2385	      1250	       991	       760	       610	       514	       242	      1233	      1790	      1965	      1719	      1438	      1025
    24		       351	       310	       164	       103	        75	        34	        11	        45	       226	       325	       278	       195	       103	        49	      3777	      2554	      1267	      1025	       866	       682	       545	       192	      1103	      1837	      1832	      1769	      1362	       955
    25		       327	       284	       166	        99	        61	        14	        17	        36	       224	       332	       281	       206	       109	        30	      3845	      2442	      1415	      1048	       743	       552	       491	       162	      1054	      1682	      1879	      1795	      1464	      1065
    26		       287	       291	       171	        90	        58	        36	         8	        45	       203	       329	       266	       224	        89	        23	      3755	      2573	      1279	       986	       760	       720	       562	       205	      1038	      1704	      1790	      1730	      1404	      1062
    27		       420	       297	       147	       100	        71	        87	        23	        48	       224	       300	       337	       183	       185	        46	      3617	      2459	      1253	      1030	       804	       655	       529	       216	      1146	      1686	      1847	      1659	      1458	       978
    28		       229	       298	       155	       123	        67	        41	        34	        53	       244	       351	       311	       202	       138	        65	      3564	      2399	      1282	      1021	       813	       631	       528	       266	      1263	      1889	      1966	      1642	      1417	      1164
    29		       281	       314	       179	        99	        59	        21	        16	        26	       208	       322	       313	       233	        95	        50	      3829	      2632	      1366	       954	       806	       656	       497	       167	      1029	      1630	      1803	      1790	      1412	       962
    30		       322	       324	       184	        98	        48	        73	        18	        46	       224	       315	       290	       210	       203	        45	      3654	      2636	      1329	       964	       801	       625	       492	       204	      1177	      1786	      1925	      1639	      1356	      1047
    31		       232	       354	       199	       133	        67	        28	         5	        36	       228	       348	       329	       218	       101	        25	      3703	      2526	      1413	      1027	       790	       666	       597	       155	      1024	      1638	      2070	      1622	      1270	      1040
    32		       286	       346	       175	       112	        63	        44	        35	        40	       232	       322	       304	       193	       140	        60	      3850	      2605	      1366	      1062	       823	       668	       584	       191	      1096	      1743	      1830	      1643	      1351	      1051
    33		       315	       264	       156	       126	        65	        30	        30	        45	       224	       359	       326	       196	       132	        65	      3883	      2340	      1298	      1084	       770	       581	       540	       187	      1067	      1799	      1920	      1651	      1444	      1122
    34		       330	       253	       151	        96	        46	        29	         3	        46	       210	       308	       285	       159	       100	        22	      3614	      2361	      1245	      1010	       752	       675	       470	       208	      1169	      1796	      1934	      1719	      1399	      1062
    35		       249	       221	       145	        84	        55	        27	         6	        79	       234	       303	       294	       226	       106	        22	      3691	      2214	      1294	       894	       762	       612	       544	       307	      1316	      1767	      1883	      1766	      1423	       992
    36		       365	       257	       146	        98	        70	        25	         4	        43	       217	       340	       285	       198	       102	        23	      3665	      2211	      1225	       993	       821	       721	       603	       212	      1166	      1652	      1907	      1743	      1417	      1057
    37		       267	       274	       166	        89	        45	        36	        24	        37	       225	       362	       298	       195	       108	        48	      3720	      2283	      1164	       934	       754	       724	       511	       162	      1182	      1789	      1887	      1808	      1368	      1145
    38		       342	       299	       193	       108	        53	        36	        23	        35	       216	       324	       297	       219	       129	        59	      3795	      2574	      1388	      1055	       776	       663	       615	       146	       981	      1666	      1882	      1858	      1344	      1103
    39		       284	       298	       163	       111	        64	        35	        23	        29	       221	       348	       312	       187	       126	        61	      3982	      2311	      1350	       991	       733	       562	       475	       119	      1089	      1734	      1917	      1645	      1385	      1175
    40		       293	       293	       164	       115	        59	        40	        24	        33	       229	       329	       309	       206	       100	        59	      3634	      2470	      1316	       952	       773	       711	       635	       207	      1114	      1754	      1991	      1656	      1368	      1055
    41		       316	       338	       192	       128	        66	        97	        29	        50	       261	       379	       330	       203	       250	        63	      3656	      2533	      1349	       956	       824	       594	       513	       160	      1093	      1758	      1916	      1641	      1331	      1020
    42		       391	       279	       154	       106	        61	       109	        22	        37	       219	       378	       316	       204	       233	        72	      3680	      2414	      1228	       988	       835	       700	       541	       185	      1214	      1872	      1991	      1654	      1381	      1113
    43		       261	       304	       151	       104	        63	        32	        14	        49	       237	       366	       281	       191	        93	        32	      3682	      2479	      1352	      1041	       847	       586	       553	       264	      1300	      1853	      1828	      1696	      1253	       995
    44		       278	       306	       135	       117	        54	        25	         5	        45	       227	       310	       287	       200	        87	        34	      3509	      2347	      1281	      1001	       747	       612	       487	       233	      1223	      1764	      2038	      1750	      1316	      1035
    45		       390	       297	       176	        98	        45	        26	        10	        42	       230	       296	       280	       197	       112	        40	      3810	      2394	      1387	      1077	       746	       602	       545	       197	      1150	      1693	      1842	      1715	      1389	      1050
    46		       283	       285	       154	       120	        64	        32	         8	        45	       208	       319	       308	       229	       103	        31	      3802	      2437	      1353	      1060	       793	       586	       509	       190	      1060	      1784	      1884	      1748	      1409	      1041
    47		       289	       313	       155	       108	        68	        29	        12	        49	       212	       355	       278	       181	        89	        27	      3869	      2645	      1306	       972	       721	       659	       537	       135	      1004	      1829	      1794	      1582	      1354	      1143
    48		       285	       327	       174	       116	        66	        26	        12	        39	       197	       324	       300	       215	        87	        36	      3903	      2741	      1338	      1036	       804	       577	       470	       109	       945	      1689	      1947	      1680	      1428	      1099
    49		       260	       277	       196	        94	        47	        21	        17	        35	       196	       314	       287	       177	       108	        67	      3864	      2465	      1399	       943	       727	       607	       474	       182	      1089	      1637	      1821	      1799	      1342	      1100
